"date","year","monthnumber","month","mm_yyyy","daynumber","newcases","totalcases","newdeaths","totalvaccinations","peoplevaccinated","peoplefullyvaccinated","newvaccinations","numberofpassengers"
"2020-01-01","2020",1,"January","Jan-20",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2178656
"2020-01-02","2020",1,"January","Jan-20",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2422272
"2020-01-03","2020",1,"January","Jan-20",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2210542
"2020-01-04","2020",1,"January","Jan-20",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1806480
"2020-01-05","2020",1,"January","Jan-20",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1815040
"2020-01-06","2020",1,"January","Jan-20",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2034472
"2020-01-07","2020",1,"January","Jan-20",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2072543
"2020-01-08","2020",1,"January","Jan-20",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1687974
"2020-01-09","2020",1,"January","Jan-20",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2183734
"2020-01-10","2020",1,"January","Jan-20",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1992453
"2020-01-11","2020",1,"January","Jan-20",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1691205
"2020-01-12","2020",1,"January","Jan-20",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1876782
"2020-01-13","2020",1,"January","Jan-20",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2242656
"2020-01-14","2020",1,"January","Jan-20",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2347075
"2020-01-15","2020",1,"January","Jan-20",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1781893
"2020-01-16","2020",1,"January","Jan-20",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2000260
"2020-01-17","2020",1,"January","Jan-20",6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2298616
"2020-01-18","2020",1,"January","Jan-20",7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1870459
"2020-01-19","2020",1,"January","Jan-20",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1801444
"2020-01-20","2020",1,"January","Jan-20",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100401
"2020-01-21","2020",1,"January","Jan-20",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2145063
"2020-01-22","2020",1,"January","Jan-20",4,NULL,1,NULL,NULL,NULL,NULL,NULL,1645196
"2020-01-23","2020",1,"January","Jan-20",5,0,1,NULL,NULL,NULL,NULL,NULL,2136584
"2020-01-24","2020",1,"January","Jan-20",6,1,2,NULL,NULL,NULL,NULL,NULL,2004609
"2020-01-25","2020",1,"January","Jan-20",7,0,2,NULL,NULL,NULL,NULL,NULL,1643435
"2020-01-26","2020",1,"January","Jan-20",1,3,5,NULL,NULL,NULL,NULL,NULL,1777171
"2020-01-27","2020",1,"January","Jan-20",2,0,5,NULL,NULL,NULL,NULL,NULL,2085468
"2020-01-28","2020",1,"January","Jan-20",3,0,5,NULL,NULL,NULL,NULL,NULL,2159047
"2020-01-29","2020",1,"January","Jan-20",4,1,6,NULL,NULL,NULL,NULL,NULL,1658886
"2020-01-30","2020",1,"January","Jan-20",5,0,6,NULL,NULL,NULL,NULL,NULL,1948138
"2020-01-31","2020",1,"January","Jan-20",6,2,8,NULL,NULL,NULL,NULL,NULL,2054725
"2020-02-01","2020",2,"February","Feb-20",7,0,8,NULL,NULL,NULL,NULL,NULL,1677798
"2020-02-02","2020",2,"February","Feb-20",1,0,8,NULL,NULL,NULL,NULL,NULL,1843877
"2020-02-03","2020",2,"February","Feb-20",2,3,11,NULL,NULL,NULL,NULL,NULL,2167857
"2020-02-04","2020",2,"February","Feb-20",3,0,11,NULL,NULL,NULL,NULL,NULL,2271551
"2020-02-05","2020",2,"February","Feb-20",4,0,11,NULL,NULL,NULL,NULL,NULL,1770241
"2020-02-06","2020",2,"February","Feb-20",5,1,12,NULL,NULL,NULL,NULL,NULL,2224826
"2020-02-07","2020",2,"February","Feb-20",6,0,12,NULL,NULL,NULL,NULL,NULL,2164951
"2020-02-08","2020",2,"February","Feb-20",7,0,12,NULL,NULL,NULL,NULL,NULL,1814047
"2020-02-09","2020",2,"February","Feb-20",1,0,12,NULL,NULL,NULL,NULL,NULL,2038375
"2020-02-10","2020",2,"February","Feb-20",2,0,12,NULL,NULL,NULL,NULL,NULL,2415185
"2020-02-11","2020",2,"February","Feb-20",3,1,13,NULL,NULL,NULL,NULL,NULL,2507588
"2020-02-12","2020",2,"February","Feb-20",4,0,13,NULL,NULL,NULL,NULL,NULL,1972248
"2020-02-13","2020",2,"February","Feb-20",5,1,14,NULL,NULL,NULL,NULL,NULL,2198657
"2020-02-14","2020",2,"February","Feb-20",6,0,14,NULL,NULL,NULL,NULL,NULL,2494922
"2020-02-15","2020",2,"February","Feb-20",7,0,14,NULL,NULL,NULL,NULL,NULL,2190300
"2020-02-16","2020",2,"February","Feb-20",1,0,14,NULL,NULL,NULL,NULL,NULL,2129862
"2020-02-17","2020",2,"February","Feb-20",2,0,14,NULL,NULL,NULL,NULL,NULL,2358511
"2020-02-18","2020",2,"February","Feb-20",3,0,14,NULL,NULL,NULL,NULL,NULL,2429489
"2020-02-19","2020",2,"February","Feb-20",4,0,14,NULL,NULL,NULL,NULL,NULL,1951535
"2020-02-20","2020",2,"February","Feb-20",5,0,14,NULL,NULL,NULL,NULL,NULL,2380359
"2020-02-21","2020",2,"February","Feb-20",6,2,16,NULL,NULL,NULL,NULL,NULL,2267382
"2020-02-22","2020",2,"February","Feb-20",7,0,16,NULL,NULL,NULL,NULL,NULL,1919803
"2020-02-23","2020",2,"February","Feb-20",1,0,16,NULL,NULL,NULL,NULL,NULL,2075554
"2020-02-24","2020",2,"February","Feb-20",2,0,16,NULL,NULL,NULL,NULL,NULL,2364727
"2020-02-25","2020",2,"February","Feb-20",3,0,16,NULL,NULL,NULL,NULL,NULL,2441643
"2020-02-26","2020",2,"February","Feb-20",4,0,16,NULL,NULL,NULL,NULL,NULL,1949696
"2020-02-27","2020",2,"February","Feb-20",5,1,17,NULL,NULL,NULL,NULL,NULL,2353150
"2020-02-28","2020",2,"February","Feb-20",6,0,17,NULL,NULL,NULL,NULL,NULL,2089641
"2020-02-29","2020",2,"February","Feb-20",7,8,25,1,NULL,NULL,NULL,NULL,1736393
"2020-03-01","2020",3,"March","Mar-20",1,7,32,0,NULL,NULL,NULL,NULL,1877401
"2020-03-02","2020",3,"March","Mar-20",2,23,55,5,NULL,NULL,NULL,NULL,2130015
"2020-03-03","2020",3,"March","Mar-20",3,19,74,1,NULL,NULL,NULL,NULL,2198517
"2020-03-04","2020",3,"March","Mar-20",4,33,107,4,NULL,NULL,NULL,NULL,1844811
"2020-03-05","2020",3,"March","Mar-20",5,77,184,1,NULL,NULL,NULL,NULL,2119867
"2020-03-06","2020",3,"March","Mar-20",6,53,237,2,NULL,NULL,NULL,NULL,1909363
"2020-03-07","2020",3,"March","Mar-20",7,166,403,3,NULL,NULL,NULL,NULL,1617220
"2020-03-08","2020",3,"March","Mar-20",1,116,519,4,NULL,NULL,NULL,NULL,1702686
"2020-03-09","2020",3,"March","Mar-20",2,75,594,1,NULL,NULL,NULL,NULL,1788456
"2020-03-10","2020",3,"March","Mar-20",3,188,782,6,NULL,NULL,NULL,NULL,1714372
"2020-03-11","2020",3,"March","Mar-20",4,365,1147,5,NULL,NULL,NULL,NULL,1485553
"2020-03-12","2020",3,"March","Mar-20",5,439,1586,10,NULL,NULL,NULL,NULL,1519192
"2020-03-13","2020",3,"March","Mar-20",6,633,2219,8,NULL,NULL,NULL,NULL,1257823
"2020-03-14","2020",3,"March","Mar-20",7,759,2978,7,NULL,NULL,NULL,NULL,953699
"2020-03-15","2020",3,"March","Mar-20",1,234,3212,12,NULL,NULL,NULL,NULL,779631
"2020-03-16","2020",3,"March","Mar-20",2,1467,4679,27,NULL,NULL,NULL,NULL,620883
"2020-03-17","2020",3,"March","Mar-20",3,1833,6512,37,NULL,NULL,NULL,NULL,593167
"2020-03-18","2020",3,"March","Mar-20",4,2657,9169,60,NULL,NULL,NULL,NULL,548132
"2020-03-19","2020",3,"March","Mar-20",5,4494,13663,72,NULL,NULL,NULL,NULL,454516
"2020-03-20","2020",3,"March","Mar-20",6,6367,20030,106,NULL,NULL,NULL,NULL,331431
"2020-03-21","2020",3,"March","Mar-20",7,5995,26025,103,NULL,NULL,NULL,NULL,279018
"2020-03-22","2020",3,"March","Mar-20",1,8919,34944,128,NULL,NULL,NULL,NULL,239234
"2020-03-23","2020",3,"March","Mar-20",2,11152,46096,187,NULL,NULL,NULL,NULL,203858
"2020-03-24","2020",3,"March","Mar-20",3,10618,56714,243,NULL,NULL,NULL,NULL,199644
"2020-03-25","2020",3,"March","Mar-20",4,12127,68841,333,NULL,NULL,NULL,NULL,184027
"2020-03-26","2020",3,"March","Mar-20",5,17821,86662,417,NULL,NULL,NULL,NULL,180002
"2020-03-27","2020",3,"March","Mar-20",6,18591,105253,522,NULL,NULL,NULL,NULL,154080
"2020-03-28","2020",3,"March","Mar-20",7,22164,127417,713,NULL,NULL,NULL,NULL,146348
"2020-03-29","2020",3,"March","Mar-20",1,16127,143544,555,NULL,NULL,NULL,NULL,136023
"2020-03-30","2020",3,"March","Mar-20",2,22154,165698,707,NULL,NULL,NULL,NULL,124021
"2020-03-31","2020",3,"March","Mar-20",3,26381,192079,1079,NULL,NULL,NULL,NULL,129763
"2020-04-01","2020",4,"April","Apr-20",4,31175,223254,1252,NULL,NULL,NULL,NULL,118302
"2020-04-02","2020",4,"April","Apr-20",5,32276,255530,1531,NULL,NULL,NULL,NULL,122029
"2020-04-03","2020",4,"April","Apr-20",6,32401,287931,1420,NULL,NULL,NULL,NULL,108310
"2020-04-04","2020",4,"April","Apr-20",7,31845,319776,1603,NULL,NULL,NULL,NULL,97130
"2020-04-05","2020",4,"April","Apr-20",1,29240,349016,1616,NULL,NULL,NULL,NULL,94931
"2020-04-06","2020",4,"April","Apr-20",2,31782,380798,1742,NULL,NULL,NULL,NULL,104090
"2020-04-07","2020",4,"April","Apr-20",3,30036,410834,2576,NULL,NULL,NULL,NULL,108977
"2020-04-08","2020",4,"April","Apr-20",4,31063,441897,2150,NULL,NULL,NULL,NULL,93645
"2020-04-09","2020",4,"April","Apr-20",5,35610,477507,2214,NULL,NULL,NULL,NULL,90510
"2020-04-10","2020",4,"April","Apr-20",6,34283,511790,2187,NULL,NULL,NULL,NULL,102184
"2020-04-11","2020",4,"April","Apr-20",7,28924,540714,2136,NULL,NULL,NULL,NULL,87534
"2020-04-12","2020",4,"April","Apr-20",1,26308,567022,1889,NULL,NULL,NULL,NULL,90784
"2020-04-13","2020",4,"April","Apr-20",2,27143,594165,1985,NULL,NULL,NULL,NULL,95085
"2020-04-14","2020",4,"April","Apr-20",3,28328,622493,2473,NULL,NULL,NULL,NULL,106385
"2020-04-15","2020",4,"April","Apr-20",4,25897,648390,2598,NULL,NULL,NULL,NULL,97236
"2020-04-16","2020",4,"April","Apr-20",5,29638,678028,2183,NULL,NULL,NULL,NULL,105382
"2020-04-17","2020",4,"April","Apr-20",6,33107,711135,2095,NULL,NULL,NULL,NULL,99344
"2020-04-18","2020",4,"April","Apr-20",7,27329,738464,1946,NULL,NULL,NULL,NULL,92859
"2020-04-19","2020",4,"April","Apr-20",1,25422,763886,1980,NULL,NULL,NULL,NULL,98968
"2020-04-20","2020",4,"April","Apr-20",2,30084,793970,2245,NULL,NULL,NULL,NULL,111627
"2020-04-21","2020",4,"April","Apr-20",3,26075,820045,2482,NULL,NULL,NULL,NULL,123464
"2020-04-22","2020",4,"April","Apr-20",4,29881,849926,2467,NULL,NULL,NULL,NULL,114459
"2020-04-23","2020",4,"April","Apr-20",5,31965,881891,2414,NULL,NULL,NULL,NULL,128875
"2020-04-24","2020",4,"April","Apr-20",6,31965,913856,2169,NULL,NULL,NULL,NULL,119854
"2020-04-25","2020",4,"April","Apr-20",7,30914,944770,1734,NULL,NULL,NULL,NULL,110913
"2020-04-26","2020",4,"April","Apr-20",1,25971,970741,1406,NULL,NULL,NULL,NULL,119629
"2020-04-27","2020",4,"April","Apr-20",2,24650,995391,1480,NULL,NULL,NULL,NULL,154695
"2020-04-28","2020",4,"April","Apr-20",3,24573,1019964,2244,NULL,NULL,NULL,NULL,171563
"2020-04-29","2020",4,"April","Apr-20",4,26852,1046816,2392,NULL,NULL,NULL,NULL,134261
"2020-04-30","2020",4,"April","Apr-20",5,29702,1076518,2191,NULL,NULL,NULL,NULL,170254
"2020-05-01","2020",5,"May","May-20",6,34892,1111410,1908,NULL,NULL,NULL,NULL,163692
"2020-05-02","2020",5,"May","May-20",7,26764,1138174,1743,NULL,NULL,NULL,NULL,130601
"2020-05-03","2020",5,"May","May-20",1,23733,1161907,1203,NULL,NULL,NULL,NULL,140409
"2020-05-04","2020",5,"May","May-20",2,23802,1185709,1358,NULL,NULL,NULL,NULL,190863
"2020-05-05","2020",5,"May","May-20",3,24019,1209728,2221,NULL,NULL,NULL,NULL,215444
"2020-05-06","2020",5,"May","May-20",4,24482,1234210,2322,NULL,NULL,NULL,NULL,169580
"2020-05-07","2020",5,"May","May-20",5,27739,1261949,1915,NULL,NULL,NULL,NULL,200815
"2020-05-08","2020",5,"May","May-20",6,27183,1289132,1771,NULL,NULL,NULL,NULL,215645
"2020-05-09","2020",5,"May","May-20",7,24454,1313586,1466,NULL,NULL,NULL,NULL,163205
"2020-05-10","2020",5,"May","May-20",1,18747,1332333,1000,NULL,NULL,NULL,NULL,176667
"2020-05-11","2020",5,"May","May-20",2,19077,1351410,1035,NULL,NULL,NULL,NULL,234928
"2020-05-12","2020",5,"May","May-20",3,23382,1374792,1589,NULL,NULL,NULL,NULL,250467
"2020-05-13","2020",5,"May","May-20",4,20015,1394807,1735,NULL,NULL,NULL,NULL,193340
"2020-05-14","2020",5,"May","May-20",5,25890,1420697,1773,NULL,NULL,NULL,NULL,253807
"2020-05-15","2020",5,"May","May-20",6,24851,1445548,1665,NULL,NULL,NULL,NULL,244176
"2020-05-16","2020",5,"May","May-20",7,24050,1469598,1197,NULL,NULL,NULL,NULL,190477
"2020-05-17","2020",5,"May","May-20",1,18729,1488327,830,NULL,NULL,NULL,NULL,230367
"2020-05-18","2020",5,"May","May-20",2,22308,1510635,1220,NULL,NULL,NULL,NULL,318449
"2020-05-19","2020",5,"May","May-20",3,20503,1531138,1445,NULL,NULL,NULL,NULL,348673
"2020-05-20","2020",5,"May","May-20",4,22826,1553964,1503,NULL,NULL,NULL,NULL,253190
"2020-05-21","2020",5,"May","May-20",5,25152,1579116,1188,NULL,NULL,NULL,NULL,267451
"2020-05-22","2020",5,"May","May-20",6,23829,1602945,1204,NULL,NULL,NULL,NULL,340769
"2020-05-23","2020",5,"May","May-20",7,20189,1623134,1074,NULL,NULL,NULL,NULL,264843
"2020-05-24","2020",5,"May","May-20",1,20174,1643308,641,NULL,NULL,NULL,NULL,261170
"2020-05-25","2020",5,"May","May-20",2,19094,1662402,597,NULL,NULL,NULL,NULL,321776
"2020-05-26","2020",5,"May","May-20",3,18726,1681128,657,NULL,NULL,NULL,NULL,327133
"2020-05-27","2020",5,"May","May-20",4,18763,1699891,1479,NULL,NULL,NULL,NULL,268867
"2020-05-28","2020",5,"May","May-20",5,21267,1721158,1089,NULL,NULL,NULL,NULL,352947
"2020-05-29","2020",5,"May","May-20",6,25082,1746240,1117,NULL,NULL,NULL,NULL,353261
"2020-05-30","2020",5,"May","May-20",7,23080,1769320,952,NULL,NULL,NULL,NULL,267742
"2020-05-31","2020",5,"May","May-20",1,18919,1788239,621,NULL,NULL,NULL,NULL,304436
"2020-06-01","2020",6,"June","Jun-20",2,17840,1806079,774,NULL,NULL,NULL,NULL,391882
"2020-06-02","2020",6,"June","Jun-20",3,20090,1826169,981,NULL,NULL,NULL,NULL,419675
"2020-06-03","2020",6,"June","Jun-20",4,19156,1845325,1011,NULL,NULL,NULL,NULL,353016
"2020-06-04","2020",6,"June","Jun-20",5,27934,1873259,1005,NULL,NULL,NULL,NULL,441255
"2020-06-05","2020",6,"June","Jun-20",6,26440,1899699,880,NULL,NULL,NULL,NULL,430414
"2020-06-06","2020",6,"June","Jun-20",7,20269,1919968,638,NULL,NULL,NULL,NULL,338382
"2020-06-07","2020",6,"June","Jun-20",1,17826,1937794,456,NULL,NULL,NULL,NULL,386969
"2020-06-08","2020",6,"June","Jun-20",2,16900,1954694,512,NULL,NULL,NULL,NULL,502209
"2020-06-09","2020",6,"June","Jun-20",3,20321,1975015,918,NULL,NULL,NULL,NULL,519304
"2020-06-10","2020",6,"June","Jun-20",4,21718,1996733,872,NULL,NULL,NULL,NULL,437119
"2020-06-11","2020",6,"June","Jun-20",5,22278,2019011,817,NULL,NULL,NULL,NULL,426083
"2020-06-12","2020",6,"June","Jun-20",6,25558,2044569,822,NULL,NULL,NULL,NULL,502968
"2020-06-13","2020",6,"June","Jun-20",7,24157,2068726,720,NULL,NULL,NULL,NULL,544046
"2020-06-14","2020",6,"June","Jun-20",1,18901,2087627,347,NULL,NULL,NULL,NULL,534528
"2020-06-15","2020",6,"June","Jun-20",2,20999,2108626,401,NULL,NULL,NULL,NULL,417924
"2020-06-16","2020",6,"June","Jun-20",3,24549,2133175,785,NULL,NULL,NULL,NULL,441829
"2020-06-17","2020",6,"June","Jun-20",4,27050,2160225,749,NULL,NULL,NULL,NULL,576514
"2020-06-18","2020",6,"June","Jun-20",5,28227,2188452,701,NULL,NULL,NULL,NULL,587908
"2020-06-19","2020",6,"June","Jun-20",6,31054,2219506,634,NULL,NULL,NULL,NULL,507129
"2020-06-20","2020",6,"June","Jun-20",7,31826,2251332,565,NULL,NULL,NULL,NULL,590456
"2020-06-21","2020",6,"June","Jun-20",1,25836,2277168,317,NULL,NULL,NULL,NULL,607540
"2020-06-22","2020",6,"June","Jun-20",2,29801,2306969,379,NULL,NULL,NULL,NULL,471421
"2020-06-23","2020",6,"June","Jun-20",3,38729,2345698,740,NULL,NULL,NULL,NULL,494826
"2020-06-24","2020",6,"June","Jun-20",4,36251,2381949,756,NULL,NULL,NULL,NULL,623624
"2020-06-25","2020",6,"June","Jun-20",5,39299,2421248,549,NULL,NULL,NULL,NULL,632984
"2020-06-26","2020",6,"June","Jun-20",6,49046,2470294,630,NULL,NULL,NULL,NULL,546310
"2020-06-27","2020",6,"June","Jun-20",7,40754,2511048,497,NULL,NULL,NULL,NULL,633810
"2020-06-28","2020",6,"June","Jun-20",1,42925,2553973,324,NULL,NULL,NULL,NULL,625235
"2020-06-29","2020",6,"June","Jun-20",2,41295,2595268,371,NULL,NULL,NULL,NULL,500054
"2020-06-30","2020",6,"June","Jun-20",3,49824,2645092,554,NULL,NULL,NULL,NULL,626516
"2020-07-01","2020",7,"July","Jul-20",4,49123,2694215,701,NULL,NULL,NULL,NULL,764761
"2020-07-02","2020",7,"July","Jul-20",5,54943,2749158,739,NULL,NULL,NULL,NULL,718988
"2020-07-03","2020",7,"July","Jul-20",6,51504,2800662,677,NULL,NULL,NULL,NULL,466669
"2020-07-04","2020",7,"July","Jul-20",7,45945,2846607,302,NULL,NULL,NULL,NULL,732123
"2020-07-05","2020",7,"July","Jul-20",1,53728,2900335,322,NULL,NULL,NULL,NULL,755555
"2020-07-06","2020",7,"July","Jul-20",2,43165,2943500,370,NULL,NULL,NULL,NULL,641761
"2020-07-07","2020",7,"July","Jul-20",3,57231,3000731,1143,NULL,NULL,NULL,NULL,632498
"2020-07-08","2020",7,"July","Jul-20",4,60306,3061037,842,NULL,NULL,NULL,NULL,709653
"2020-07-09","2020",7,"July","Jul-20",5,59656,3120693,1036,NULL,NULL,NULL,NULL,711124
"2020-07-10","2020",7,"July","Jul-20",6,68859,3189552,818,NULL,NULL,NULL,NULL,656284
"2020-07-11","2020",7,"July","Jul-20",7,60439,3249991,751,NULL,NULL,NULL,NULL,754545
"2020-07-12","2020",7,"July","Jul-20",1,60132,3310123,474,NULL,NULL,NULL,NULL,697985
"2020-07-13","2020",7,"July","Jul-20",2,59364,3369487,435,NULL,NULL,NULL,NULL,540268
"2020-07-14","2020",7,"July","Jul-20",3,65662,3435149,898,NULL,NULL,NULL,NULL,589285
"2020-07-15","2020",7,"July","Jul-20",4,66026,3501175,964,NULL,NULL,NULL,NULL,706164
"2020-07-16","2020",7,"July","Jul-20",5,70814,3571989,967,NULL,NULL,NULL,NULL,720378
"2020-07-17","2020",7,"July","Jul-20",6,66472,3638461,920,NULL,NULL,NULL,NULL,646654
"2020-07-18","2020",7,"July","Jul-20",7,64322,3702783,887,NULL,NULL,NULL,NULL,747422
"2020-07-19","2020",7,"July","Jul-20",1,58932,3761715,479,NULL,NULL,NULL,NULL,695330
"2020-07-20","2020",7,"July","Jul-20",2,60663,3822378,532,NULL,NULL,NULL,NULL,530421
"2020-07-21","2020",7,"July","Jul-20",3,68194,3890572,1088,NULL,NULL,NULL,NULL,570951
"2020-07-22","2020",7,"July","Jul-20",4,67545,3958117,1226,NULL,NULL,NULL,NULL,704815
"2020-07-23","2020",7,"July","Jul-20",5,67886,4026003,1090,NULL,NULL,NULL,NULL,724770
"2020-07-24","2020",7,"July","Jul-20",6,75147,4101150,1092,NULL,NULL,NULL,NULL,649027
"2020-07-25","2020",7,"July","Jul-20",7,64200,4165350,971,NULL,NULL,NULL,NULL,751205
"2020-07-26","2020",7,"July","Jul-20",1,55839,4221189,537,NULL,NULL,NULL,NULL,700043
"2020-07-27","2020",7,"July","Jul-20",2,59724,4280913,1110,NULL,NULL,NULL,NULL,536756
"2020-07-28","2020",7,"July","Jul-20",3,64830,4345743,1217,NULL,NULL,NULL,NULL,573200
"2020-07-29","2020",7,"July","Jul-20",4,64128,4409871,1444,NULL,NULL,NULL,NULL,718310
"2020-07-30","2020",7,"July","Jul-20",5,69241,4479112,1295,NULL,NULL,NULL,NULL,767320
"2020-07-31","2020",7,"July","Jul-20",6,64576,4543688,1185,NULL,NULL,NULL,NULL,709033
"2020-08-01","2020",8,"August","Aug-20",7,57578,4601266,1119,NULL,NULL,NULL,NULL,799861
"2020-08-02","2020",8,"August","Aug-20",1,47109,4648375,462,NULL,NULL,NULL,NULL,737235
"2020-08-03","2020",8,"August","Aug-20",2,41684,4690059,562,NULL,NULL,NULL,NULL,543601
"2020-08-04","2020",8,"August","Aug-20",3,61657,4751716,1258,NULL,NULL,NULL,NULL,595739
"2020-08-05","2020",8,"August","Aug-20",4,54348,4806064,1413,NULL,NULL,NULL,NULL,743599
"2020-08-06","2020",8,"August","Aug-20",5,60180,4866244,1183,NULL,NULL,NULL,NULL,762547
"2020-08-07","2020",8,"August","Aug-20",6,60587,4926831,1295,NULL,NULL,NULL,NULL,683212
"2020-08-08","2020",8,"August","Aug-20",7,63933,4990764,1086,NULL,NULL,NULL,NULL,831789
"2020-08-09","2020",8,"August","Aug-20",1,54267,5045031,573,NULL,NULL,NULL,NULL,761861
"2020-08-10","2020",8,"August","Aug-20",2,51617,5096648,522,NULL,NULL,NULL,NULL,559420
"2020-08-11","2020",8,"August","Aug-20",3,56955,5153603,1085,NULL,NULL,NULL,NULL,590749
"2020-08-12","2020",8,"August","Aug-20",4,55244,5208847,1511,NULL,NULL,NULL,NULL,761821
"2020-08-13","2020",8,"August","Aug-20",5,51656,5260503,1040,NULL,NULL,NULL,NULL,783744
"2020-08-14","2020",8,"August","Aug-20",6,70125,5330628,1309,NULL,NULL,NULL,NULL,689895
"2020-08-15","2020",8,"August","Aug-20",7,52395,5383023,1042,NULL,NULL,NULL,NULL,862949
"2020-08-16","2020",8,"August","Aug-20",1,34662,5417685,613,NULL,NULL,NULL,NULL,773319
"2020-08-17","2020",8,"August","Aug-20",2,37849,5455534,472,NULL,NULL,NULL,NULL,565946
"2020-08-18","2020",8,"August","Aug-20",3,44902,5500436,1230,NULL,NULL,NULL,NULL,586718
"2020-08-19","2020",8,"August","Aug-20",4,45884,5546320,684,NULL,NULL,NULL,NULL,772380
"2020-08-20","2020",8,"August","Aug-20",5,45128,5591448,1100,NULL,NULL,NULL,NULL,764468
"2020-08-21","2020",8,"August","Aug-20",6,47591,5639039,1096,NULL,NULL,NULL,NULL,625822
"2020-08-22","2020",8,"August","Aug-20",7,45673,5684712,962,NULL,NULL,NULL,NULL,841806
"2020-08-23","2020",8,"August","Aug-20",1,31911,5716623,503,NULL,NULL,NULL,NULL,726788
"2020-08-24","2020",8,"August","Aug-20",2,33923,5750546,426,NULL,NULL,NULL,NULL,523186
"2020-08-25","2020",8,"August","Aug-20",3,42673,5793219,1219,NULL,NULL,NULL,NULL,540043
"2020-08-26","2020",8,"August","Aug-20",4,42073,5835292,1158,NULL,NULL,NULL,NULL,721060
"2020-08-27","2020",8,"August","Aug-20",5,50518,5885810,1108,NULL,NULL,NULL,NULL,738873
"2020-08-28","2020",8,"August","Aug-20",6,46470,5932280,926,NULL,NULL,NULL,NULL,591734
"2020-08-29","2020",8,"August","Aug-20",7,43103,5975383,963,NULL,NULL,NULL,NULL,807695
"2020-08-30","2020",8,"August","Aug-20",1,34131,6009514,441,NULL,NULL,NULL,NULL,711178
"2020-08-31","2020",8,"August","Aug-20",2,33362,6042876,482,NULL,NULL,NULL,NULL,516068
"2020-09-01","2020",9,"September","Sep-20",3,41978,6084854,1065,NULL,NULL,NULL,NULL,578131
"2020-09-02","2020",9,"September","Sep-20",4,39961,6124815,1053,NULL,NULL,NULL,NULL,877698
"2020-09-03","2020",9,"September","Sep-20",5,45140,6169955,1022,NULL,NULL,NULL,NULL,968673
"2020-09-04","2020",9,"September","Sep-20",6,48334,6218289,950,NULL,NULL,NULL,NULL,664640
"2020-09-05","2020",9,"September","Sep-20",7,43623,6261912,803,NULL,NULL,NULL,NULL,689630
"2020-09-06","2020",9,"September","Sep-20",1,29119,6291031,436,NULL,NULL,NULL,NULL,935308
"2020-09-07","2020",9,"September","Sep-20",2,24563,6315594,319,NULL,NULL,NULL,NULL,704075
"2020-09-08","2020",9,"September","Sep-20",3,26744,6342338,463,NULL,NULL,NULL,NULL,616923
"2020-09-09","2020",9,"September","Sep-20",4,33638,6375976,1103,NULL,NULL,NULL,NULL,755051
"2020-09-10","2020",9,"September","Sep-20",5,39448,6415424,908,NULL,NULL,NULL,NULL,731353
"2020-09-11","2020",9,"September","Sep-20",6,44623,6460047,1142,NULL,NULL,NULL,NULL,613703
"2020-09-12","2020",9,"September","Sep-20",7,45583,6505630,740,NULL,NULL,NULL,NULL,809850
